ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
84160,F&C Administration Centre (GB),Central Administrations,GB,84160,Adminid
88564,F&C Investment Business Limited (GB),Central Administrations,GB,88564,Adminid
77375,"F. VANLANSCHOT Bankiers, N.V. (BE)",Central Administrations,BE,77375,Adminid
100487,Fexserv Fund Services (Malta) Ld (MT),Central Administrations,MT,100487,Adminid
90434,FideField S.à r.l. (LU),Central Administrations,LU,90434,Adminid
14009,Fiducenter S.A. (LU),Central Administrations,LU,14009,Adminid
81399,Fiduciaire Treuconsult S.A. (LU),Central Administrations,LU,81399,Adminid
14010,Fidupar S.A. (LU),Central Administrations,LU,14010,Adminid
14973,Field Conseil Sàrl (LU),Central Administrations,LU,14973,Adminid
1516,FIL (Luxembourg) S.A. (LU),Central Administrations,LU,1516,Adminid
69732,FIL Fund Management (Ireland) Ltd (IE),Central Administrations,IE,69732,Adminid
4331,FIL Investmen Mgt (Lux) S.àr.l. (LU),Central Administrations,LU,4331,Adminid
83441,FIL Investment Services (UK) Limited (GB),Central Administrations,GB,83441,Adminid
4709,FIL Investments International (GB),Central Administrations,GB,4709,Adminid
88379,Financière d’Uzès (FR),Central Administrations,FR,88379,Adminid
21554,Finexis S.A. (LU),Central Administrations,LU,21554,Adminid
19250,First Private Investment Mgt KAG mbH (DE),Central Administrations,DE,19250,Adminid
87439,First State Investment Mgt (UK) Ld (GB),Central Administrations,GB,87439,Adminid
68302,Flossbach von Storch Invest S.A. (LU),Central Administrations,LU,68302,Adminid
72070,Fondita Rahastoyhtiö Oy (FI),Central Administrations,FI,72070,Adminid
9931,Fonditel Gestion (ES),Central Administrations,ES,9931,Adminid
80307,Formuepleje A/S (DK),Central Administrations,DK,80307,Adminid
72062,Formuepleje Fund Management A/S (DK),Central Administrations,DK,72062,Adminid
2099,Forvis Mazars (LU),Central Administrations,LU,2099,Adminid
73091,Forvis Mazars Advisory Services (LU),Central Administrations,LU,73091,Adminid
98592,France Titrisation (FR),Central Administrations,FR,98592,Adminid
73196,Franklin Templeton Fund Mgt Ld (GB),Central Administrations,GB,73196,Adminid
