Category,Value,Text
Adminid,71776,State Street Bank GmbH - Munich (DE)
Adminid,84246,State Street Bank International GmbH (DE)
Adminid,3861,State Street Bank International GmbH (FR)
Adminid,102836,"State Street Bank Intl GmbH, Amst br (NL)"
Adminid,17390,"State Street Bank Intl GmbH, Lux Br. (LU)"
Adminid,110584,State Street Cayman Trust Company (KY)
Adminid,10003,State Street Custodial Services Ltd (IE)
Adminid,70852,State Street Int GmbH Zurich Br. (CH)
Adminid,10002,State Street Intl Ireland Ltd (IE)
Adminid,4878,State Street Trustees Limited (GB)
Adminid,21875,Stonehage Fleming Luxembourg S.A (LU)
Adminid,83390,Storebrand Asset Management AS (NO)
Adminid,108649,STORK SAF GP (LU)
Adminid,107688,Studio Palandrani (IT)
Adminid,12454,Südwestbank AG (DE)
Adminid,10290,Svenska Handelsbanken AB (publ) (SE)
Adminid,22910,Swedbank AB (publ) (SE)
Adminid,22712,Swedbank AB (Publ) Luxembourg Branch (LU)
Adminid,17494,Swedbank AS (EE)
Adminid,84130,Swiss Financial Services (Ireland) L (IE)
Adminid,10400,Swisscanto Asset Management Intl SA (LU)
Adminid,5709,Swisscanto Fondsleitung AG (CH)
Adminid,72053,Syd Fund Management A/S (DK)
Adminid,87518,T. Bailey Fund Services Limited (GB)
Adminid,22753,The Bank of New York Mellon Intl UK (GB)
Adminid,80201,The Bank of New York Mellon SA (NL)
Adminid,98619,The Bank of New York Mellon SA/NV (BE)
Adminid,72078,The Bank of New York Mellon SA/NV (DE)
Adminid,5637,The Bank of New York Mellon SA/NV LU (LU)
Adminid,93323,The Carlyle Group (Luxembourg) Sàrl (LU)
Adminid,91304,The Northern Trust Company (US)
Adminid,41219,Threadneedle Investment Services LTD (GB)
Adminid,17915,Threestones Capital Management S.A. (LU)
Adminid,12261,Tishman Speyer Europe S.à r.l (LU)
Adminid,13819,TMF Fund Services (Luxembourg) S.A. (LU)
Adminid,14001,TMF Luxembourg S.A. (LU)
Adminid,72418,TMW Pramerica Property Ivt GmbH (DE)
Adminid,80477,Tramuntana Management S.à r.l. (LU)
Adminid,84344,Trident Fund Services (Malta) Ld (MT)
Adminid,18596,Trident Trust Co (Lux) S.A. (LU)
Adminid,74645,Tristan Capital Partners LLP (GB)
Adminid,11706,Trust- en Administrat. Interland BV (NL)
Adminid,73483,Trustmoore Luxembourg S.A. (LU)
Adminid,58722,TÜRK EKONOMI BANKASI A.S. (TR)
Adminid,102721,U.S. Bank Global Fund Services (IE)
Adminid,11933,UBS AG (London Branch) (GB)
Adminid,19024,UBS Asset Management (Europe) S.A. (LU)
Adminid,80387,UBS Asset Mgt (Deutschland) GmbH (DE)
Adminid,5236,UBS Asset Mgt (Deutschland) GmbH  (DE)
Adminid,1502,UBS Fund Adminis Services Lux SA (LU)
Adminid,4950,UBS Fund Management (Switzerland) AG (CH)
Adminid,71085,UBS Fund Services (Ireland) Ltd (IE)
Adminid,1563,UBS Fund Services (Luxembourg) S.A. (LU)
Adminid,15717,UBS Real Estate Kapitalanlagegesell. (DE)
Adminid,75356,UBS Switzerland AG (CH)
Adminid,2132,UI efa S.A. (LU)
Adminid,83445,Ultimo Portfolio Investment (Lux) SA (LU)
Adminid,1565,Union Investment Luxembourg S.A. (LU)
Adminid,5216,Union Investment Privatfonds GmbH (DE)
Adminid,15419,United International Management S.A. (LU)
Adminid,44536,Universal-Investment-Gesellschaft (DE)
Adminid,2069,Universal-Investment-Luxembourg S.A. (DE)
Adminid,4335,Universal-Investment-Luxembourg S.A. (LU)
Adminid,11031,"Urquijo Gestion, S.G.I.I.C.S. S.A. (ES)"
Adminid,100888,US Bank Global Fund Services (Lux) (LU)
Adminid,88378,Uzès Gestion (FR)
Adminid,2990,Valartis Asset Management (Austria) (AT)
Adminid,84009,Valletta Fund Services Limited (MT)
Adminid,18738,Valu-Trac Investment Management Limi (GB)
Adminid,103237,VanEck (Europe) GmbH (DE)
Adminid,101781,Vauban Infrastructure Partners (FR)
Adminid,21549,VERA - Corporate and Funds S.A. (LU)
Adminid,71800,Veritas Investment GmbH (DE)
Adminid,70859,V-Fund Trend Management Co Inc (VG)
Adminid,14692,Vistra (Luxembourg) S.à.r.l. (LU)
Adminid,72045,Volksbank Invest Kapitalanl. mbH (AT)
Adminid,5653,von der Heydt Invest SA (LU)
Adminid,4990,Vontobel Fonds Services AG (CH)
Adminid,80246,VP Fund Solutions (Liechtenstein) AG (LI)
Adminid,10231,VP Fund Solutions (Luxembourg) SA (LU)
Adminid,72076,Warburg Invest KAG MBH (DE)
Adminid,5642,Warburg Invest Kapitalanlageges mbH (DE)
Adminid,17268,Waystone Admin Solutions (Lux) S.A. (LU)
Adminid,91510,Waystone Centralised Services(IE)Ltd (IE)
Adminid,10477,Waystone Management Co. (Lux) S.A. (LU)
Adminid,91597,Waystone Mgt Company (IE) Limited (IE)
Adminid,87317,Wealth Fund Services Ltd (CY)
Adminid,104986,Wendel Luxembourg S.A. (LU)
Adminid,72419,WestInvest Gesellschaft für Ivtfds (DE)
Adminid,91352,"Woodfield Fund Adm, LLC (US)"
Adminid,20756,YCAP Holding (LU)
Adminid,73898,YT Investor services S.A. (LU)
Adminid,113766,"ZBI Fondsmanagement GmbH, Lux (LU)"
Adminid,5789,Zedra Luxembourg (LU)
Adminid,21917,Zürcher Kantonalbank (CH)
Bqedepid,-1,All custodians
Bqedepid,4961,Allianz Investmentbank AG (AT)
Bqedepid,72063,Alm. Brand Bank (DK)
Bqedepid,71113,Alter Domus Depositary Services Sàrl (LU)
Bqedepid,18626,Andbank Luxembourg S.A. (LU)
Bqedepid,3437,Anglo Austrian AAB Bank AG (AT)
Bqedepid,19771,AS Swedbank (LV)
Bqedepid,3023,B. Metzler Seel Sohn & Co. KGAA (DE)
Bqedepid,20090,Banca March (ES)
Bqedepid,5127,Banca Popolare di Sondrio SCpA (IT)
Bqedepid,4028,Banco de Sabadell S.A. (ES)
Bqedepid,3135,Banco Inversis S.A. (ES)
Bqedepid,51859,Bank für Tirol und Vorarlberg AG (AT)
Bqedepid,1667,Bank Gutmann AG (AT)
Bqedepid,3001,Bank J. Safra Sarasin AG (CH)
Bqedepid,1669,Bank Julius Bär & Co. Ltd (CH)
Bqedepid,87625,Bank of America Custodial Services (IE)
Bqedepid,4870,Bank of Bermuda (Guernsey) (GG)
Bqedepid,17478,Bank of Ireland (IE)
Bqedepid,84010,Bank of Valletta plc (MT)
Bqedepid,113408,Bank Pictet&Cie (Europe) AG Sec Lux (LU)
Bqedepid,22790,Bank Sarasin & Co. Ltd (CH)
Bqedepid,72038,Bankhaus Schelhammer & Schattera AG (AT)
Bqedepid,1679,Bankinter S.A. (ES)
Bqedepid,14887,Banque Bonhôte & Cie S.A. (CH)
Bqedepid,2988,Banque Cantonale de Geneve (CH)
Bqedepid,1685,Banque Cantonale Vaudoise (CH)
Bqedepid,1474,Banque de Luxembourg S.A. (LU)
Bqedepid,18842,Banque de Patrimoines Privés S.A. (LU)
Bqedepid,1475,Banque Degroof Petercam Luxembourg (LU)
Bqedepid,2341,Banque Degroof Petercam S.A. (BE)
Bqedepid,2540,Banque Delen N.V. (BE)
Bqedepid,72482,Banque Delubac & Cie (FR)
Bqedepid,1478,Banque et Caisse d'Epargne de l'Etat (LU)
Bqedepid,2292,Banque Fédérative du Crédit Mutuel (FR)
Bqedepid,83654,Banque Havilland (Liechtenstein) AG (LI)
Bqedepid,2145,Banque Havilland S.A. (LU)
Bqedepid,5645,Banque Internationale à Luxembourg (LU)
Bqedepid,10496,Banque J. Safra Sarasin (Lux) SA (LU)
Bqedepid,1585,Banque LBLux S.A. (LU)
Bqedepid,91843,Banque Lombard Odier & Cie SA (CH)
Bqedepid,2727,Banque Martin Maurel (FR)
Bqedepid,72550,Banque Palatine (FR)
Bqedepid,3032,Banque Pictet & Cie S.A. (CH)
Bqedepid,1705,Banque Piguet & Cie S.A. (Genève) (CH)
Bqedepid,87506,Banque Saint Olive (FR)
Bqedepid,10424,BAWAG P.S.K. Bank (AT)
Bqedepid,2246,Bayerische Landesbank (DE)
Bqedepid,1807,Belfius Bank S.A. (BE)
Bqedepid,1480,BGL BNP Paribas Société Anonyme (LU)
Bqedepid,46189,BinckBank N.V (NL)
Bqedepid,72056,BKS Bank AG (AT)
Bqedepid,1844,BNP Paribas Fortis S.A. (BE)
Bqedepid,4459,BNP Paribas S.A. (FR)
Bqedepid,3010,"BNP Paribas SA, German Branch (DE)"
Bqedepid,73821,"BNP Paribas SA, Italian Branch (IT)"
Bqedepid,101714,"BNP Paribas SA, Netherlands Branch (NL)"
Bqedepid,69545,"BNP Paribas, Dublin Branch (IE)"
Bqedepid,6314,"BNP Paribas, London Branch (GB)"
Bqedepid,15084,"BNP Paribas, Succursale de Lux (LU)"
Bqedepid,73197,BNY Mellon Trust & Depositary Ld (GB)
Bqedepid,22819,BNY Mellon Trust Company (Ireland) L (IE)
Bqedepid,80423,Boardroom Pty Limited (AU)
Bqedepid,5813,BRED Banque Populaire (FR)
Bqedepid,17972,Brown Brother Harriman Trustee S Ltd (IE)
Bqedepid,1491,Brown Brothers Harriman (Lux) S.C.A. (LU)
Bqedepid,65675,Brown Brothers Harriman TS Ld (IE)
Bqedepid,72492,CA Indosuez Private Banking (FR)
Bqedepid,11841,CACEIS Bank (FR)
Bqedepid,5078,"CACEIS Bank, Belgium Branch (BE)"
Bqedepid,17167,"CACEIS Bank, Deutschland Branch (DE)"
Bqedepid,19422,"CACEIS Bank, Ireland Branch (IE)"
Bqedepid,2758,"CACEIS Bank, Luxembourg Branch (LU)"
Bqedepid,14886,"CACEIS Bank, Switzerland Branch (CH)"
Bqedepid,20960,CACEIS Investor Services Bank France (FR)
Bqedepid,1577,CACEIS Investor Services Bank S.A. (LU)
Bqedepid,6046,CACEIS Investor Services Bank SA CH (CH)
Bqedepid,5684,CACEIS Investor Services Bank SA ES (ES)
Bqedepid,22699,CACEIS Investor Services Bank SA IRL (IE)
Bqedepid,19962,CACEIS Investor Services Bank SA IT (IT)
Bqedepid,22008,CACEIS Investor Services Ireland Ld (IE)
Bqedepid,59475,CBP Quilvest S.A. (LU)
Bqedepid,10148,CITCO Bank Nederland N.V. Lux Branch (LU)
Bqedepid,22840,Citco Bewaarder B.V. (NL)
Bqedepid,83470,Citi Depositary Services Ireland Ld (IE)
Bqedepid,1493,Citibank Europe PLC (Lux. Br.) (LU)
Bqedepid,100891,Citibank Europe Plc Netherlands B (NL)
Bqedepid,83373,Citibank Europe plc UK Branch (GB)
Bqedepid,17782,Citibank International Plc (GR)
Bqedepid,66589,"Citibank International Plc, Ireland (IE)"
Bqedepid,19004,Citibank N.A. London Branch (GB)
Bqedepid,16511,CM - CIC MARKET SOLUTIONS (FR)
Bqedepid,72452,COGEFI (FR)
Bqedepid,1774,Commerzbank AG (DE)
Bqedepid,1784,Cornèr Banque S.A. (CH)
Bqedepid,60911,Crédit Coopératif (FR)
Bqedepid,1787,Crédit Industriel et Commercial (FR)
Bqedepid,2971,Credit Suisse (Luxembourg) S.A. (LU)
Bqedepid,72047,CRELAN S.A. (BE)
Bqedepid,87896,CS Fd Services (IE) Ltd (IE)
Bqedepid,2666,Danske Bank A/S (DK)
Bqedepid,70871,Degussa Bank GmbH (DE)
Bqedepid,2785,DekaBank Deutsche Girozentrale (DE)
Bqedepid,15023,DekaBank Deutsche Girozentrale FaM (LU)
Bqedepid,1476,Delen Private Bank Luxembourg S.A. (LU)
Bqedepid,20724,Delta Lloyd N.V. (NL)
Bqedepid,2240,Deutsche Apotheker & Ärztebank eG (DE)
Bqedepid,96928,"Deutsche Bank AG, Dublin Branch (IE)"
Bqedepid,1575,Deutsche Bank Luxembourg S.A. (LU)
Bqedepid,72059,Dierickx Leys Private Bank N.V. (BE)
Bqedepid,25881,DNB Bank ASA (NO)
Bqedepid,20943,DONNER & REUSCHEL Aktiengesellschaft (DE)
Bqedepid,1815,DZ Bank AG Deutsche Zentral-G. (DE)
Bqedepid,1511,DZ Privatbank S.A. (LU)
Bqedepid,15025,East-West United Bank S.A. (LU)
Bqedepid,1486,Edmond de Rothschild (Europe) (LU)
Bqedepid,1910,Edmond de Rothschild (France) (FR)
Bqedepid,12669,EFG Bank (Luxembourg) S.A. (LU)
Bqedepid,87111,"EFG Bank AG, Lugano Branch (CH)"
Bqedepid,19706,Erste Group Bank AG (AT)
Bqedepid,19718,Eurobank (Cyprus) Ltd (CY)
Bqedepid,1512,Eurobank Private Bank Lux S.A. (LU)
Bqedepid,1586,European Depositary Bank SA (LU)
Bqedepid,72073,Evli Bank Plc (FI)
Bqedepid,72067,FIM Bank Ltd (FI)
Bqedepid,88379,Financière d’Uzès (FR)
Bqedepid,3006,Fortis Bank (Nederland) N.V. (NL)
Bqedepid,84421,GRESHAM Banque S.A. (FR)
Bqedepid,20136,Hauck & Aufhäuser Fund Platforms SA (LU)
Bqedepid,3100,Hauck Aufhäuser Lampe Privatbank AG (DE)
Bqedepid,70328,Hauck Aufhäuser Lampe Privatbank AG (LU)
Bqedepid,22799,HSBC Bank plc (GB)
Bqedepid,10774,"HSBC Continental Europe, Dublin (IE)"
Bqedepid,93379,"HSBC Continental Europe, Lux branch (LU)"
Bqedepid,102735,"HSBC France, Dublin Branch (IE)"
Bqedepid,5086,HSBC Institutional Trust Services (HK)
Bqedepid,11294,HSBC PrivBnk Ltd (GG)
Bqedepid,2537,HSBC Trinkaus & Burkhardt AG (DE)
Bqedepid,1580,HSBC Trinkaus & Burkhardt Intl S.A. (LU)
Bqedepid,3106,Immigon portfolioabbau AG (AT)
Bqedepid,16345,InCore Bank AG (CH)
Bqedepid,82865,ING Bank S.A. (LU)
Bqedepid,1684,ING Belgique S.A. (BE)
Bqedepid,1501,ING Luxembourg S.A. (LU)
Bqedepid,1558,Intesa Sanpaolo Bank Luxembourg S.A. (LU)
Bqedepid,11507,Intesa Sanpaolo Wealth Mgt (LU)
Bqedepid,88301,Investimo (FR)
Bqedepid,93200,J.P. Morgan Bank Lux SA Dublin Br (IE)
Bqedepid,93203,"J.P. Morgan Bank Lux SA, Oslo Br (NO)"
Bqedepid,19435,"J.P. Morgan Chase Bank, N.A. (GB)"
Bqedepid,72051,"J.P. Morgan Europe (UK), Copenhagen (DK)"
Bqedepid,17159,J.P. Morgan Europe Limited (GB)
Bqedepid,84162,"J.P. Morgan Europe Limited, Oslo Br (NO)"
Bqedepid,68252,"J.P. Morgan Europe Ltd, Brussels (BE)"
Bqedepid,107471,J.P. Morgan SE - Luxembourg Branch (LU)
Bqedepid,114065,"J.P. Morgan SE, Dublin Branch (IE)"
Bqedepid,1723,"Joh. Berenberg, Gossler & Co. KG (DE)"
Bqedepid,22560,JP Morgan Bank (Ireland) plc (IE)
Bqedepid,83514,JP Morgan Europe Ld (UK) Stock bk br (SE)
Bqedepid,3506,"JPMorgan Chase Bank, London Branch (GB)"
Bqedepid,17257,Jyske Bank A/S (DK)
Bqedepid,72388,Kas Bank N.V. (DE)
Bqedepid,11710,KAS BANK N.V. (NL)
Bqedepid,1906,KBC Bank S.A. (BE)
Bqedepid,84259,KBC Securities nv (BE)
Bqedepid,1907,Kempen & Co N.V. (NL)
Bqedepid,2383,Kreissparkasse Köln (DE)
Bqedepid,87488,Lån & Spar Bank A/S (DK)
Bqedepid,20487,Landbouwkrediet N.V. (BE)
Bqedepid,2386,Landesbank Baden-Württemberg (DE)
Bqedepid,3004,Landesbank Berlin AG (DE)
Bqedepid,5991,Landesbank Hessen-Thüringen (DE)
Bqedepid,3560,Lazard Frères Banque (FR)
Bqedepid,1533,LBBW Luxemburg Branch (LU)
Bqedepid,2597,Leleux Associated Brokers N.V. (BE)
Bqedepid,3071,LGT Bank AG (LI)
Bqedepid,3976,Liechtensteinische Landesbank AG (LI)
Bqedepid,72011,Liechtensteinischen Landesbank (AT)
Bqedepid,84101,LLB Liechtensteinische Landesbank AG (LI)
Bqedepid,1949,M.M.Warburg & CO (AG & Co.) KGaA (DE)
Bqedepid,1939,Merck Finck Privatbankiers AG (DE)
Bqedepid,2113,Mitsubishi UFJ Investor S&B (Lux) SA (LU)
Bqedepid,84392,Mitsubishi UFJ Investor Serv & Bank (IE)
Bqedepid,1540,Mizuho Trust & Banking Luxembourg SA (LU)
Bqedepid,22800,National Westminster Bank plc (GB)
Bqedepid,72394,National-Bank AG (DE)
Bqedepid,1485,Natixis Corporate & Ivt Banking Lux (LU)
Bqedepid,72801,"Natwest Markets plc, Luxembourg Br (LU)"
Bqedepid,91714,NatWest Trustee & Depositary Serv. (GB)
Bqedepid,80234,Neue Bank AG (LI)
Bqedepid,1542,Nomura Bank (Luxembourg) S.A. (LU)
Bqedepid,68971,Northern Trust Fiduciary Services L (IE)
Bqedepid,93547,Northern Trust Global Services A Br (NL)
Bqedepid,71841,Northern Trust Global Services Ld (GB)
Bqedepid,101456,Northern Trust Global Services SE (GB)
Bqedepid,56507,Northern Trust Global Services SE (LU)
Bqedepid,17509,Nykredit Bank A/S (DK)
Bqedepid,55634,Oberbank AG (AT)
Bqedepid,105096,Ocorian Depositary (UK) Limited (GB)
Bqedepid,15064,ODDO BHF (Schweiz) AG (CH)
Bqedepid,15946,Oddo BHF SCA (FR)
Bqedepid,88085,Orange Bank (FR)
Bqedepid,4802,Orangefield (Luxembourg) S.A. (LU)
Bqedepid,72547,Oudart S.A. (FR)
Bqedepid,68391,Partners Group (Luxembourg) S.A. (LU)
Bqedepid,1531,Quintet Private Bank (Europe) S.A. (LU)
Bqedepid,2964,Raiffeisen Bank International AG (AT)
Bqedepid,46328,Raiffeisenlandesbk Oberösterreich A. (AT)
Bqedepid,73421,RBS Global Banking (Luxembourg) S.A. (LU)
Bqedepid,107834,Regiobank Solothurn AG (CH)
Bqedepid,87007,Renta 4 Banco S.A. (ES)
Bqedepid,4872,Rothschild & Cie Banque (FR)
Bqedepid,87358,Rothschild Martin Maurel (FR)
Bqedepid,2326,Sal. Oppenheim jr. &Cie. AG&Co. KGaA (DE)
Bqedepid,14071,Saltgate S.A. (LU)
Bqedepid,59189,Santander Investment S.A. (ES)
Bqedepid,91669,Santander Securities Services (ES)
Bqedepid,2950,Schoellerbank Aktiengesellschaft (AT)
Bqedepid,72069,SEB AB (FI)
Bqedepid,3874,SEB AG (DE)
Bqedepid,72542,SEI Invts Trustee and Custodial Ltd (IE)
Bqedepid,72075,Seligson & Co Plc (FI)
Bqedepid,3002,Sigma Bank AG (LI)
Bqedepid,98050,"Skandinaviska EB AB (publ), Lux Br (LU)"
Bqedepid,22060,Skandinaviska Enskilda Banken AB (NO)
Bqedepid,2021,Skandinaviska Enskilda Banken AB (SE)
Bqedepid,65310,Skandinaviska Enskilda Banken AB (SE)
Bqedepid,1556,Skandinaviska Enskilda Banken SA (LU)
Bqedepid,1541,SMBC Nikko Bank (Luxembourg) S.A. (LU)
Bqedepid,10771,Société Générale - London branch (GB)
Bqedepid,2806,Société Générale Luxembourg S.A. (LU)
Bqedepid,20919,Société Générale S.A. (DE)
Bqedepid,2028,Société Générale S.A. (FR)
Bqedepid,65745,Société Générale S.A. (IE)
Bqedepid,13125,Société Générale Securities Services (IT)
Bqedepid,15976,Sparbank A/S (DK)
Bqedepid,6369,Sparkasse Bank Malta p.l.c. (MT)
Bqedepid,5468,Sparkasse KölnBonn (DE)
Bqedepid,2997,State Steet Bank GmbH (DE)
Bqedepid,22957,State Street Bank and Trust Company (GB)
Bqedepid,72033,State Street Bank GmbH Vienna Branch (AT)
Bqedepid,96926,State Street Bank International GmbH (AT)
Bqedepid,84246,State Street Bank International GmbH (DE)
Bqedepid,3861,State Street Bank International GmbH (FR)
Bqedepid,19013,State Street Bank International GmbH (IT)
Bqedepid,102836,"State Street Bank Intl GmbH, Amst br (NL)"
Bqedepid,17390,"State Street Bank Intl GmbH, Lux Br. (LU)"
Bqedepid,10003,State Street Custodial Services Ltd (IE)
Bqedepid,100437,State Street Custody Services (GG)
Bqedepid,70852,State Street Int GmbH Zurich Br. (CH)
Bqedepid,4878,State Street Trustees Limited (GB)
Bqedepid,12454,Südwestbank AG (DE)
Bqedepid,10290,Svenska Handelsbanken AB (publ) (SE)
Bqedepid,22712,Swedbank AB (Publ) Luxembourg Branch (LU)
Bqedepid,17494,Swedbank AS (EE)
Bqedepid,17796,Swiss Life Banque Privée (FR)
Bqedepid,72565,SwissLife Banque Privée (FR)
Bqedepid,14912,Swissquote Bank (CH)
Bqedepid,84345,Swissquote Financial Services (MT)
Bqedepid,14454,Sydbank A/S (DK)
Bqedepid,70948,"The Bank of New York M, Dublin Br (IE)"
Bqedepid,80201,The Bank of New York Mellon SA (NL)
Bqedepid,72078,The Bank of New York Mellon SA/NV (DE)
Bqedepid,87524,The Bank of New York Mellon SA/NV (GB)
Bqedepid,5637,The Bank of New York Mellon SA/NV LU (LU)
Bqedepid,87957,The Law Debenture Trust Corp. plc (JE)
Bqedepid,3145,Theodoor Gilissen Bankiers N.V. (NL)
Bqedepid,100887,U.S. Bank Europe DAC Luxembourg br (LU)
Bqedepid,1592,UBS (Luxembourg) S.A. (LU)
Bqedepid,5417,UBS Europe SE (DE)
Bqedepid,83675,UBS Europe SE Luxembourg Branch (LU)
Bqedepid,75356,UBS Switzerland AG (CH)
Bqedepid,2741,UniCredit Bank Austria AG (AT)
Bqedepid,2065,Union Bancaire Privée (Europe) S.A (LU)
Bqedepid,44536,Universal-Investment-Gesellschaft (DE)
Bqedepid,72057,Valartis Bank (Austria) AG (AT)
Bqedepid,70483,Volksbank eG (DE)
Bqedepid,2996,Vorarlberger Landes & Hypotheken. AG (AT)
Bqedepid,1566,VP Bank (Luxembourg) SA (LU)
Bqedepid,11043,VP Bank AG (LI)
Bqedepid,3093,Wüstenrot Bank AG Pfandbriefbank (DE)
Bqedepid,91834,Zarattini International Ltd. (MT)
Bqedepid,21917,Zürcher Kantonalbank (CH)
Tenregid,-1,All transfer agents
Tenregid,13956,CSC Global Services (Lux) Sàrl (LU)
Tenregid,70833,3 Banken-Generali Investment-Ges. (AT)
Tenregid,110002,6 Monks (6M) (LU)
Tenregid,22375,"A&G Luxembourg AM, S.A. (LU)"
Tenregid,13942,abrdn Investments Luxembourg S.A. (LU)
Tenregid,87672,Accuro Fund Solutions AG (LI)
Tenregid,9843,Adepa Asset Management S.A. (LU)
Tenregid,73154,AIF Management Services S.A. (LU)
Tenregid,68526,Alcyon SA (LU)
Tenregid,72050,Alfred Berg Administration A/S (DK)
Tenregid,16166,Alfred Berg Kapitalforvaltning AS (NO)
Tenregid,2105,AllianceBernstein Investor Services (LU)
Tenregid,10768,Allianz Global Investors GmbH (DE)
Tenregid,5654,Allianz Global Investors Ireland Ltd (IE)
Tenregid,71837,Allianz Invest K. mbH (AT)
Tenregid,15888,Alm. Brand Invest (DK)
Tenregid,69558,"ALPS Fund Services, Inc (US)"
Tenregid,72077,ALTE LEIPZIGER Trust Ivt-Gesellsch. (DE)
Tenregid,10474,Alter Domus AA Fund Administration (LU)
Tenregid,113762,Amicorp Fund Services Luxembourg (LU)
Tenregid,70749,Ampega Investment GmbH (DE)
Tenregid,72014,Amundi Austria GmbH (AT)
Tenregid,4617,Amundi Deutschland GmbH (DE)
Tenregid,91423,Amundi Tenue de Comptes (FR)
Tenregid,18626,Andbank Luxembourg S.A. (LU)
Tenregid,103549,Apex Fd Services (Malta) Ltd (MT)
Tenregid,81263,Apex Fund Services (Ireland) Limited (IE)
Tenregid,19095,Apex Fund Services (Malta) Ltd Lux (LU)
Tenregid,107965,Apex Fund Services (Mauritius) Ltd (MR)
Tenregid,100366,Apex Fund Services S.A. (LU)
Tenregid,84635,Arendt Investor Services S.A. (LU)
Tenregid,16904,AS Avaron Asset Management (EE)
Tenregid,72055,AS LHV Varahaldus (EE)
Tenregid,2109,ATTRAX Financial Services S.A. (LU)
Tenregid,22805,AVANA Invest GMBH (DE)
Tenregid,101386,Avega Capital Management S.A. (LU)
Tenregid,108626,Avega Fund Services S.à r.l. (LU)
Tenregid,4200,Axa Investment Managers Deutsc. GmbH (DE)
Tenregid,2443,AXA Investment Managers Paris (FR)
Tenregid,13959,Aztec Financial Services (Lux) S.A. (LU)
Tenregid,87523,Baillie Gifford & Co Limited (GB)
Tenregid,3135,Banco Inversis S.A. (ES)
Tenregid,100927,Bank Frick & Co. AG (LI)
Tenregid,3001,Bank J. Safra Sarasin AG (CH)
Tenregid,10315,Bank of Bermuda Limited (KY)
Tenregid,87219,Bank of Ireland Securities Services (IE)
Tenregid,72039,Bankhaus Schelhammer & Schattera K. (AT)
Tenregid,1679,Bankinter S.A. (ES)
Tenregid,1685,Banque Cantonale Vaudoise (CH)
Tenregid,1474,Banque de Luxembourg S.A. (LU)
Tenregid,18842,Banque de Patrimoines Privés S.A. (LU)
Tenregid,2341,Banque Degroof Petercam S.A. (BE)
Tenregid,2540,Banque Delen N.V. (BE)
Tenregid,2292,Banque Fédérative du Crédit Mutuel (FR)
Tenregid,83654,Banque Havilland (Liechtenstein) AG (LI)
Tenregid,2145,Banque Havilland S.A. (LU)
Tenregid,5645,Banque Internationale à Luxembourg (LU)
Tenregid,10496,Banque J. Safra Sarasin (Lux) SA (LU)
Tenregid,1585,Banque LBLux S.A. (LU)
Tenregid,2727,Banque Martin Maurel (FR)
Tenregid,72550,Banque Palatine (FR)
Tenregid,87506,Banque Saint Olive (FR)
Tenregid,4471,BayernInvest Kapitalanlagegesel. mbH (DE)
Tenregid,4415,BayernInvest Luxembourg S.A. (LU)
Tenregid,1807,Belfius Bank S.A. (BE)
Tenregid,1480,BGL BNP Paribas Société Anonyme (LU)
Tenregid,72052,BI Management A/S (DK)
Tenregid,72812,BI-Invest Endowment Mgt S.à r.l. (LU)
Tenregid,2448,BlackRock Advisors (UK) Limited (GB)
Tenregid,68022,BlackRock Asset Management DE AG (DE)
Tenregid,1490,BNP Paribas AM Luxembourg S.A. (LU)
Tenregid,83607,BNP Paribas Fd Admin. Services (IE)
Tenregid,72396,BNP Paribas REIM Germany GmbH (DE)
Tenregid,4459,BNP Paribas S.A. (FR)
Tenregid,3010,"BNP Paribas SA, German Branch (DE)"
Tenregid,73821,"BNP Paribas SA, Italian Branch (IT)"
Tenregid,101714,"BNP Paribas SA, Netherlands Branch (NL)"
Tenregid,10965,BNP Paribas Securities Services (BE)
Tenregid,63786,BNP Paribas Securities Services (FR)
Tenregid,69545,"BNP Paribas, Dublin Branch (IE)"
Tenregid,15084,"BNP Paribas, Succursale de Lux (LU)"
Tenregid,21290,BNY Mellon Fd Services (Ireland) Ltd (IE)
Tenregid,81352,BNY Mellon Fund Services (Ireland) (IE)
Tenregid,87969,BNY Mellon Fund Services (Ireland) (IE)
Tenregid,22697,BNY Mellon Ivt Servicing (Intl) Ltd (IE)
Tenregid,72252,BNY Mellon Service KAG (DE)
Tenregid,80423,Boardroom Pty Limited (AU)
Tenregid,21679,Bolder Luxembourg S.A. (LU)
Tenregid,15042,"BONYM SA/NV, LUXEMBOURG BRANCH (THE) (LU)"
Tenregid,5813,BRED Banque Populaire (FR)
Tenregid,1491,Brown Brothers Harriman (Lux) S.C.A. (LU)
Tenregid,17971,Brown Brothers Harriman Fd Ad. Serv. (IE)
Tenregid,4569,C Worldwide AM Fondsmæglerselskab (DK)
Tenregid,4532,C WorldWide Fund Management S.A. (LU)
Tenregid,108497,CA Indosuez (FR)
Tenregid,4856,CA Indosuez Fund Solutions (LU)
Tenregid,72492,CA Indosuez Private Banking (FR)
Tenregid,11841,CACEIS Bank (FR)
Tenregid,5078,"CACEIS Bank, Belgium Branch (BE)"
Tenregid,17167,"CACEIS Bank, Deutschland Branch (DE)"
Tenregid,19422,"CACEIS Bank, Ireland Branch (IE)"
Tenregid,80269,"CACEIS Bank, Italy Branch (IT)"
Tenregid,2758,"CACEIS Bank, Luxembourg Branch (LU)"
