ID,Company_Name,Service_Type,Country,Search_Value,Original_Category
84281,Equiniti Ltd (GB),Transfer Agents,GB,84281,Tenregid
19706,Erste Group Bank AG (AT),Transfer Agents,AT,19706,Tenregid
6336,Erste-Sparinvest KAG (AT),Transfer Agents,AT,6336,Tenregid
72254,ETFlab Investment GmbH (DE),Transfer Agents,DE,72254,Tenregid
96292,Eurazeo Funds Management Luxembourg (LU),Transfer Agents,LU,96292,Tenregid
1512,Eurobank Private Bank Lux S.A. (LU),Transfer Agents,LU,1512,Tenregid
88450,Euromobiliare AM SGR S.p.A. Lxg (LU),Transfer Agents,LU,88450,Tenregid
1586,European Depositary Bank SA (LU),Transfer Agents,LU,1586,Tenregid
2868,European Fund Services S.A. (LU),Transfer Agents,LU,2868,Tenregid
72072,Evli Fund Management Company Ltd (FI),Transfer Agents,FI,72072,Tenregid
87665,Evli-Rahastoyhtiö Oy (FI),Transfer Agents,FI,87665,Tenregid
100487,Fexserv Fund Services (Malta) Ld (MT),Transfer Agents,MT,100487,Tenregid
14009,Fiducenter S.A. (LU),Transfer Agents,LU,14009,Tenregid
14010,Fidupar S.A. (LU),Transfer Agents,LU,14010,Tenregid
69732,FIL Fund Management (Ireland) Ltd (IE),Transfer Agents,IE,69732,Tenregid
4331,FIL Investmen Mgt (Lux) S.àr.l. (LU),Transfer Agents,LU,4331,Tenregid
83441,FIL Investment Services (UK) Limited (GB),Transfer Agents,GB,83441,Tenregid
88379,Financière d’Uzès (FR),Transfer Agents,FR,88379,Tenregid
21554,Finexis S.A. (LU),Transfer Agents,LU,21554,Tenregid
19250,First Private Investment Mgt KAG mbH (DE),Transfer Agents,DE,19250,Tenregid
12749,Fondaco Lux S.A. (LU),Transfer Agents,LU,12749,Tenregid
72070,Fondita Rahastoyhtiö Oy (FI),Transfer Agents,FI,72070,Tenregid
9931,Fonditel Gestion (ES),Transfer Agents,ES,9931,Tenregid
80307,Formuepleje A/S (DK),Transfer Agents,DK,80307,Tenregid
72062,Formuepleje Fund Management A/S (DK),Transfer Agents,DK,72062,Tenregid
73196,Franklin Templeton Fund Mgt Ld (GB),Transfer Agents,GB,73196,Tenregid
19620,Fund Solutions SCA (LU),Transfer Agents,LU,19620,Tenregid
111365,Fundamentals S.A. (LU),Transfer Agents,LU,111365,Tenregid
107564,fundcraft Services S.à r.l. (LU),Transfer Agents,LU,107564,Tenregid
4692,Fundpartner Solutions (Europe) S.A. (LU),Transfer Agents,LU,4692,Tenregid
5093,FundRock Management Company S.A. (LU),Transfer Agents,LU,5093,Tenregid
60589,GAM Fund Management Limited (IE),Transfer Agents,IE,60589,Tenregid
17893,Gen II Fund Services (Luxembourg) (LU),Transfer Agents,LU,17893,Tenregid
5641,Generali Investments Deutschland (DE),Transfer Agents,DE,5641,Tenregid
72811,Global General Partner S.A. (LU),Transfer Agents,LU,72811,Tenregid
80805,GlobeOp Financial Services (CYM) Ld (KY),Transfer Agents,KY,80805,Tenregid
80664,GlobeOp Financial Services (Ireland) (IE),Transfer Agents,IE,80664,Tenregid
12166,Golding Capital Partners Lux SA (LU),Transfer Agents,LU,12166,Tenregid
30539,Goldman Sachs International (GB),Transfer Agents,GB,30539,Tenregid
84421,GRESHAM Banque S.A. (FR),Transfer Agents,FR,84421,Tenregid
115187,GS & Co. LLC (US),Transfer Agents,US,115187,Tenregid
15981,Gudme Raaschou Bank A/S (DK),Transfer Agents,DK,15981,Tenregid
72019,Gutmann Kapitalanlageakt. (AT),Transfer Agents,AT,72019,Tenregid
6023,HANSAINVEST Hanseatische Ivt GmbH (DE),Transfer Agents,DE,6023,Tenregid
4416,HansaInvest Lux S.A. (LU),Transfer Agents,LU,4416,Tenregid
80804,Harmonic Fund Services (KY),Transfer Agents,KY,80804,Tenregid
83191,Harmonic Fund Services Luxembourg SA (LU),Transfer Agents,LU,83191,Tenregid
17414,Hauck & Aufhäuser AS S.A. (LU),Transfer Agents,LU,17414,Tenregid
20136,Hauck & Aufhäuser Fund Platforms SA (LU),Transfer Agents,LU,20136,Tenregid
2709,Hauck & Aufhäuser Fund Services S.A. (LU),Transfer Agents,LU,2709,Tenregid
3100,Hauck Aufhäuser Lampe Privatbank AG (DE),Transfer Agents,DE,3100,Tenregid
70328,Hauck Aufhäuser Lampe Privatbank AG (LU),Transfer Agents,LU,70328,Tenregid
73099,HedgeServ (Luxembourg) S.à r.l. (LU),Transfer Agents,LU,73099,Tenregid
71645,Hines Luxembourg Investment Mgt (LU),Transfer Agents,LU,71645,Tenregid
22799,HSBC Bank plc (GB),Transfer Agents,GB,22799,Tenregid
93379,"HSBC Continental Europe, Lux branch (LU)",Transfer Agents,LU,93379,Tenregid
5086,HSBC Institutional Trust Services (HK),Transfer Agents,HK,5086,Tenregid
96477,HSBC Securities Services (Ireland) (IE),Transfer Agents,IE,96477,Tenregid
10773,HSBC Securities Services Limited (IE),Transfer Agents,IE,10773,Tenregid
1580,HSBC Trinkaus & Burkhardt Intl S.A. (LU),Transfer Agents,LU,1580,Tenregid
12083,HSBC Trustee (Cayman) Limited (VG),Transfer Agents,VG,12083,Tenregid
11868,ID-Sparinvest A/S (DK),Transfer Agents,DK,11868,Tenregid
22818,Ignis Fund Managers Limited (GB),Transfer Agents,GB,22818,Tenregid
82664,IK Investment Partners Aifm (LU),Transfer Agents,LU,82664,Tenregid
94216,INDUNA S.A. (LU),Transfer Agents,LU,94216,Tenregid
1684,ING Belgique S.A. (BE),Transfer Agents,BE,1684,Tenregid
1501,ING Luxembourg S.A. (LU),Transfer Agents,LU,1501,Tenregid
68057,Institutional Investment Partners (LU),Transfer Agents,LU,68057,Tenregid
13926,Inter Financial Data Serv (Lux) S.A. (LU),Transfer Agents,LU,13926,Tenregid
4741,Inter Fund Management S.A. (LU),Transfer Agents,LU,4741,Tenregid
91424,International Financial Data Serv (IE),Transfer Agents,IE,91424,Tenregid
87557,International Financial Data Serv. (GB),Transfer Agents,GB,87557,Tenregid
14958,Internationale Kapitalanlagegesellsc (DE),Transfer Agents,DE,14958,Tenregid
1558,Intesa Sanpaolo Bank Luxembourg S.A. (LU),Transfer Agents,LU,1558,Tenregid
11507,Intesa Sanpaolo Wealth Mgt (LU),Transfer Agents,LU,11507,Tenregid
82118,Invesco Fund Managers Limited (GB),Transfer Agents,GB,82118,Tenregid
82119,Invesco Perpetual Administration C (GB),Transfer Agents,GB,82119,Tenregid
15453,Invesco Real Estate Management Sàrl (LU),Transfer Agents,LU,15453,Tenregid
87485,Invest Administration A/S (DK),Transfer Agents,DK,87485,Tenregid
88301,Investimo (FR),Transfer Agents,FR,88301,Tenregid
84021,Investment Fund Services Limited (GB),Transfer Agents,GB,84021,Tenregid
10937,IQ-EQ (Luxembourg) S.A. (LU),Transfer Agents,LU,10937,Tenregid
3561,J.P. Morgan Administration Serv. Ltd (IE),Transfer Agents,IE,3561,Tenregid
1529,J.P. Morgan Bank Luxembourg S.A. (LU),Transfer Agents,LU,1529,Tenregid
84162,"J.P. Morgan Europe Limited, Oslo Br (NO)",Transfer Agents,NO,84162,Tenregid
71673,J.P. Morgan Management (Jersey) Ld (JE),Transfer Agents,JE,71673,Tenregid
107471,J.P. Morgan SE - Luxembourg Branch (LU),Transfer Agents,LU,107471,Tenregid
1530,JPMorgan Asset Management (EU) Sàrl (LU),Transfer Agents,LU,1530,Tenregid
80806,"JPMorgan Chase Bank, N.A. Singapore (SG)",Transfer Agents,SG,80806,Tenregid
73384,JPMorgan Hedge Fund Services Ld (IE),Transfer Agents,IE,73384,Tenregid
